model,base_feature,importance_abs,mean_abs_coefficient,max_abs_coefficient,n_transformed_features
logreg,purpose,2.9255930713357956,0.20897093366684255,0.625392536007007,14
logreg,emp_length,1.3518762564427877,0.11265635470356565,0.161499558371054,12
logreg,home_ownership_n,1.028877139701359,0.25721928492533974,0.409477970873444,4
logreg,fico_n,0.38648177576854076,0.38648177576854076,0.38648177576854076,1
logreg,revenue,0.3629888097907095,0.3629888097907095,0.3629888097907095,1
logreg,loan_amnt,0.32615051546570356,0.32615051546570356,0.32615051546570356,1
logreg,dti_n,0.11642684769382701,0.11642684769382701,0.11642684769382701,1
logreg,experience_c,0.0013105888686772075,0.0013105888686772075,0.0013105888686772075,1
